Lastupdated,Status_Timestamp,Zone_Number,Status_Description,KerbsideID,Location
2024-12-05T02:44:37+03:00,2024-11-28T05:00:16+03:00,7084,Present,8729,"-37.80220387416213, 144.9609413122746"
2024-12-05T02:44:37+03:00,2024-11-28T05:30:57+03:00,7084,Present,8735,"-37.80223335664963, 144.96120480793184"
2024-12-05T02:44:37+03:00,2024-11-28T05:06:51+03:00,7084,Unoccupied,8741,"-37.8022649761665, 144.96149743252016"
2024-12-05T02:44:37+03:00,2024-11-27T09:31:45+03:00,7084,Unoccupied,8747,"-37.80229720947396, 144.96179210870582"
2024-12-05T02:44:37+03:00,2024-11-28T02:23:40+03:00,7084,Unoccupied,8749,"-37.80230361629087, 144.9618505999636"
2024-12-05T02:44:37+03:00,2024-11-28T06:15:03+03:00,7084,Unoccupied,8728,"-37.802207077793355, 144.9609705575371"
2024-12-05T02:44:37+03:00,2024-11-28T05:32:55+03:00,7084,Unoccupied,8730,"-37.802223746396926, 144.96111707151726"
2024-12-05T02:44:37+03:00,2024-11-28T06:17:09+03:00,7084,Unoccupied,8732,"-37.80221028139775, 144.96099980337007"
2024-12-05T02:44:37+03:00,2024-11-28T05:57:41+03:00,7084,Present,8738,"-37.80224848587544, 144.961350677226"
2024-12-05T02:44:37+03:00,2024-11-28T01:25:48+03:00,7084,Unoccupied,8742,"-37.80226817919086, 144.96152667783582"
2024-12-05T02:44:37+03:00,2024-11-28T05:31:41+03:00,7084,Unoccupied,8744,"-37.802280763677544, 144.9616436342106"
2024-12-05T02:44:37+03:00,2024-11-27T20:25:40+03:00,7084,Unoccupied,8745,"-37.80228396713595, 144.96167287954006"
2024-12-05T02:44:37+03:00,2024-10-19T14:10:53+03:00,7084,Unoccupied,8746,"-37.802294006064535, 144.9617628633649"
2024-12-05T02:44:37+03:00,2024-11-28T05:22:55+03:00,7084,Present,8752,"-37.80225168938629, 144.9613799225275"
2024-12-05T02:44:37+03:00,2024-11-28T05:50:49+03:00,7084,Present,8754,"-37.802216688584906, 144.9610582939215"
2024-12-05T02:44:37+03:00,2024-11-28T06:03:02+03:00,7084,Present,8731,"-37.80221348499492, 144.96102904863818"
2024-12-05T02:44:37+03:00,2024-11-28T05:31:34+03:00,7084,Present,8733,"-37.80222694998491, 144.9611463167968"
2024-12-05T02:44:37+03:00,2024-11-28T04:08:40+03:00,7084,Present,8734,"-37.80223015354606, 144.96117556264676"
2024-12-05T02:44:37+03:00,2024-11-28T05:53:41+03:00,7084,Unoccupied,8736,"-37.802242080448615, 144.96129218606376"
2024-12-05T02:44:37+03:00,2024-11-28T05:57:26+03:00,7084,Unoccupied,8737,"-37.802245282357404, 144.9613214313597"
2024-12-05T02:44:37+03:00,2024-11-27T13:09:44+03:00,7084,Unoccupied,8739,"-37.80225856919544, 144.9614389418973"
2024-12-05T02:44:37+03:00,2024-11-27T11:40:20+03:00,7084,Unoccupied,8740,"-37.80226177268457, 144.96146818720734"
2024-12-05T02:44:37+03:00,2024-10-19T16:31:32+03:00,7084,Unoccupied,8748,"-37.80230041287619, 144.96182135461714"
2024-12-05T02:44:37+03:00,2024-10-19T16:31:48+03:00,7084,Unoccupied,8751,"-37.80228717056752, 144.96170212543996"
2024-12-05T02:44:37+03:00,2024-11-28T05:40:31+03:00,7084,Unoccupied,8753,"-37.80223656015707, 144.9612340509617"
2024-12-05T02:44:37+03:00,2024-11-28T04:15:59+03:00,7084,Unoccupied,8743,"-37.802277599315886, 144.96161438831626"
2024-12-05T02:44:37+03:00,2024-11-28T06:14:47+03:00,7084,Present,8750,"-37.802271382658404, 144.96155592654753"
2024-12-09T03:44:36+03:00,2024-12-09T02:52:06+03:00,,Unoccupied,50662,"-37.80913844013256, 144.97189445783573"
2024-12-09T03:44:36+03:00,2024-12-09T01:40:32+03:00,7649,Present,50663,"-37.80908828360667, 144.97187134487461"
2024-12-09T03:44:36+03:00,2024-12-09T02:49:56+03:00,7649,Present,50664,"-37.809037522981974, 144.97184785392136"
2024-12-09T03:44:36+03:00,2024-12-09T02:53:32+03:00,7649,Unoccupied,50634,"-37.80882551342851, 144.97187528239476"
2024-12-09T03:44:36+03:00,2024-12-09T02:46:34+03:00,7649,Present,50635,"-37.80880200217635, 144.97186447735396"
2024-12-09T03:44:36+03:00,2024-12-09T03:42:51+03:00,7649,Present,50640,"-37.808660179978915, 144.97179932080303"
2024-12-09T03:44:36+03:00,2024-12-09T02:34:10+03:00,7649,Present,50641,"-37.80863676590235, 144.97178858752375"
2024-12-09T03:44:36+03:00,2024-12-09T03:42:24+03:00,7649,Present,50643,"-37.808589373656346, 144.97176686270228"
2024-12-09T03:44:36+03:00,2024-12-09T02:59:00+03:00,7649,Present,50645,"-37.80854402111967, 144.97174607257597"
2024-12-09T03:44:36+03:00,2024-12-09T03:13:49+03:00,7556,Present,65168,"-37.81065243137996, 144.96782988802386"
2024-12-09T03:44:36+03:00,2024-12-09T03:36:58+03:00,7556,Present,65163,"-37.810585009767664, 144.96805719749062"
2024-12-09T03:44:36+03:00,2024-12-09T03:18:19+03:00,7556,Present,65162,"-37.81057630472673, 144.9680868422238"
2024-12-09T03:44:36+03:00,2024-12-09T03:17:23+03:00,7556,Present,65161,"-37.8105679515687, 144.96811522171183"
2024-12-09T03:44:36+03:00,2024-12-09T02:47:21+03:00,7556,Present,65160,"-37.8105600050226, 144.96814288315204"
2024-12-09T03:44:36+03:00,2024-12-09T03:02:56+03:00,7556,Present,65140,"-37.810360151885874, 144.96882366467938"
2024-12-09T03:44:36+03:00,2024-12-09T03:03:18+03:00,7556,Present,65139,"-37.8103516363898, 144.96885285230542"
2024-12-09T03:44:36+03:00,2024-12-09T00:16:20+03:00,7556,Present,65138,"-37.81034291748419, 144.9688825826736"
2024-12-09T03:44:36+03:00,2024-12-09T03:04:04+03:00,7556,Present,65137,"-37.810334301158015, 144.96891216705563"
2024-12-09T03:44:36+03:00,2024-12-09T02:28:31+03:00,7556,Present,65136,"-37.81032556866694, 144.96894199588996"
2024-12-09T03:44:36+03:00,2024-12-09T03:26:58+03:00,7556,Present,65129,"-37.81025476640585, 144.9691838165588"
2024-12-09T03:44:36+03:00,2024-10-15T23:41:07+03:00,7767,Present,65523,"-37.81335468962813, 144.95823713898977"
2024-12-09T03:44:36+03:00,2024-10-15T23:13:53+03:00,7768,Unoccupied,65522,"-37.81333638334371, 144.95830036989398"
2024-12-09T03:44:36+03:00,2024-10-15T06:49:10+03:00,7768,Unoccupied,65512,"-37.8130652946148, 144.95923177270038"
2024-12-09T03:44:36+03:00,2024-10-15T11:08:34+03:00,7566,Unoccupied,65570,"-37.813517379359894, 144.95802880213256"
2024-12-09T03:44:36+03:00,2024-10-15T15:27:17+03:00,7566,Unoccupied,65558,"-37.81341256173804, 144.95838767338887"
2024-12-09T03:44:36+03:00,2024-10-16T00:21:47+03:00,7566,Present,65552,"-37.813339019172425, 144.95864016115172"
2024-12-09T03:44:36+03:00,2024-10-15T10:44:43+03:00,7566,Unoccupied,65550,"-37.813320247143366, 144.9587044311516"
2024-12-09T03:44:36+03:00,2024-10-16T00:19:12+03:00,7566,Unoccupied,65549,"-37.813311556984594, 144.95873418423957"
2024-12-09T03:44:36+03:00,2024-10-15T15:55:02+03:00,7566,Unoccupied,65548,"-37.81330288381933, 144.95876387835244"
2024-12-09T03:44:36+03:00,2024-10-15T12:14:53+03:00,7566,Unoccupied,65538,"-37.81319676404733, 144.95912719882205"
2024-12-09T03:44:36+03:00,2024-10-15T10:34:21+03:00,7566,Unoccupied,65537,"-37.813188012095566, 144.95915716252705"
2024-12-09T03:44:36+03:00,2024-11-24T15:44:01+03:00,7566,Present,65536,"-37.81317933967216, 144.95918685368446"
2024-12-09T03:44:36+03:00,2024-10-15T23:39:19+03:00,7566,Unoccupied,65532,"-37.813144333027964, 144.95930670384632"
2024-12-09T03:44:36+03:00,2024-12-03T18:31:15+03:00,7566,Unoccupied,65528,"-37.81309344432242, 144.9594816718423"
2024-12-09T03:44:36+03:00,2024-11-23T19:54:27+03:00,7566,Unoccupied,65527,"-37.81308470590268, 144.95951158908997"
2024-12-09T03:44:36+03:00,2024-12-09T03:34:15+03:00,7633,Unoccupied,52149,"-37.81127806929965, 144.9672745517347"
2024-12-09T03:44:36+03:00,2024-12-09T02:57:55+03:00,7634,Present,52110,"-37.81163155142592, 144.96768730663672"
2024-12-09T03:44:36+03:00,2024-12-09T03:37:09+03:00,7218,Unoccupied,57942,"-37.8201668549864, 144.95453587450794"
2024-12-09T03:44:36+03:00,2024-12-09T02:29:47+03:00,7218,Present,57938,"-37.82037346768652, 144.95463055373497"
2024-12-09T03:44:36+03:00,2024-12-09T03:06:03+03:00,7218,Present,57937,"-37.820423666254094, 144.95465361283914"
2024-12-09T03:44:36+03:00,2024-10-14T23:10:10+03:00,7498,Present,67325,"-37.812140156035866, 144.95482142738666"
2024-12-09T03:44:36+03:00,2024-12-09T03:18:59+03:00,7498,Present,67331,"-37.81224916076433, 144.9544364035221"
2024-12-09T03:44:36+03:00,2024-08-16T01:33:13+03:00,7949,Present,67333,"-37.81228549676049, 144.95430806306481"
2024-12-09T03:44:36+03:00,2024-12-09T01:10:03+03:00,7552,Unoccupied,66459,"-37.81337774058336, 144.9547207103931"
2024-12-09T03:44:36+03:00,2024-12-09T01:05:05+03:00,7547,Present,66457,"-37.81334131863632, 144.95484532479395"
2024-12-09T03:44:36+03:00,2024-12-09T02:39:08+03:00,7547,Present,66456,"-37.813319994155535, 144.9549183985641"
2024-12-09T03:44:36+03:00,2024-12-09T00:42:07+03:00,7547,Present,66455,"-37.813279618467504, 144.95505961989613"
2024-12-09T03:44:36+03:00,2024-12-09T02:12:45+03:00,7547,Unoccupied,66454,"-37.81326272176674, 144.955118941283"
2024-12-09T03:44:36+03:00,2024-12-09T02:43:27+03:00,7547,Present,66452,"-37.81322561474281, 144.95524936628024"
2024-12-09T03:44:36+03:00,2024-12-08T18:22:21+03:00,7547,Present,66451,"-37.813207078667304, 144.9553145722814"
2024-12-09T03:44:36+03:00,2024-12-09T03:38:01+03:00,7948,Present,67435,"-37.81265649519399, 144.95349866861588"
2024-12-09T03:44:36+03:00,2024-12-09T03:17:08+03:00,7612,Present,54416,"-37.81354274368513, 144.96015603675647"
2024-12-09T03:44:36+03:00,2024-12-08T22:46:40+03:00,7438,Present,60733,"-37.820641488195506, 144.9569432240824"
2024-12-09T03:44:36+03:00,2024-12-09T03:35:54+03:00,,Present,51950,"-37.81313654299781, 144.96812582653453"
2024-12-09T03:44:36+03:00,2024-12-09T02:22:18+03:00,7638,Present,51933,"-37.81331767384614, 144.96833410288292"
2024-12-09T03:44:36+03:00,2024-12-08T23:02:52+03:00,7638,Present,51925,"-37.81355383064921, 144.96844271755066"
2024-12-09T03:44:36+03:00,2024-12-09T00:13:07+03:00,7638,Unoccupied,51926,"-37.81353111706288, 144.96843244981244"
2024-12-09T03:44:36+03:00,2024-12-08T23:12:25+03:00,7638,Present,51928,"-37.81348501062016, 144.9684113895476"
2024-12-09T03:44:36+03:00,2024-12-08T23:44:33+03:00,7638,Present,51929,"-37.81343206116386, 144.96838644867847"
2024-12-09T03:44:36+03:00,2024-12-09T02:43:50+03:00,7557,Present,65212,"-37.81090906486972, 144.96662346197735"
2024-12-09T03:44:36+03:00,2024-12-09T02:05:10+03:00,7557,Present,65213,"-37.81092948294076, 144.96655417860907"
2024-12-09T03:44:36+03:00,2024-12-09T03:32:14+03:00,,Present,65245,"-37.81116977716893, 144.9663764898553"
2024-12-09T03:44:36+03:00,2024-12-09T03:10:07+03:00,7548,Unoccupied,65861,"-37.808937525361586, 144.96995988235648"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:49+03:00,7561,Present,65835,"-37.80893402031106, 144.96980158069755"
2024-12-09T03:44:36+03:00,2024-12-09T03:13:50+03:00,7563,Unoccupied,65837,"-37.80897111670238, 144.96967358921987"
2024-12-09T03:44:36+03:00,2024-12-09T03:07:44+03:00,7563,Present,65838,"-37.808989664207985, 144.9696095894605"
2024-12-09T03:44:36+03:00,2024-12-09T02:39:57+03:00,7548,Present,65855,"-37.80882010318139, 144.9703644306575"
2024-12-09T03:44:36+03:00,2024-12-09T01:10:19+03:00,7548,Unoccupied,65850,"-37.8087286939151, 144.97067955581468"
2024-12-09T03:44:36+03:00,2024-12-09T03:27:24+03:00,7763,Unoccupied,65026,"-37.809780944277975, 144.97046816802302"
2024-12-09T03:44:36+03:00,2024-12-09T01:00:22+03:00,7570,Present,65069,"-37.80995071804908, 144.9702211247601"
2024-12-09T03:44:36+03:00,2024-12-09T03:18:02+03:00,7570,Present,65063,"-37.80986340442115, 144.97051957741644"
2024-12-09T03:44:36+03:00,2024-12-09T03:23:49+03:00,7570,Unoccupied,65062,"-37.80984383399, 144.97058642839502"
2024-12-09T03:44:36+03:00,2024-12-09T03:29:26+03:00,7570,Present,65060,"-37.80982848782082, 144.97063865748817"
2024-12-09T03:44:36+03:00,2024-12-09T01:20:16+03:00,7570,Present,65058,"-37.80980107550256, 144.97073220031848"
2024-12-09T03:44:36+03:00,2024-12-09T03:40:58+03:00,7570,Unoccupied,65057,"-37.8097917677008, 144.97076399805246"
2024-12-09T03:44:36+03:00,2024-12-09T03:07:08+03:00,7570,Unoccupied,65052,"-37.80972376415039, 144.97099638310678"
2024-12-09T03:44:36+03:00,2024-12-09T03:40:57+03:00,7570,Unoccupied,65051,"-37.80968431334239, 144.9711311431266"
2024-12-09T03:44:36+03:00,2024-12-09T03:42:19+03:00,7570,Unoccupied,65048,"-37.80965891045284, 144.97121818720672"
2024-12-09T03:44:36+03:00,2024-12-09T00:40:53+03:00,7570,Present,65047,"-37.80964002393621, 144.97128242960477"
2024-12-09T03:44:36+03:00,2024-12-09T02:40:07+03:00,7570,Present,65043,"-37.80959904378582, 144.9714224107713"
2024-12-09T03:44:36+03:00,2024-12-09T03:08:57+03:00,7570,Present,65042,"-37.809591730305065, 144.9714473924048"
2024-12-09T03:44:36+03:00,2024-12-08T21:58:52+03:00,7570,Present,65038,"-37.80955138614631, 144.9715851995424"
2024-12-09T03:44:36+03:00,2024-12-08T22:08:26+03:00,7570,Present,65037,"-37.809543758145935, 144.97161125462517"
2024-12-09T03:44:36+03:00,2024-12-08T22:01:19+03:00,7570,Present,65036,"-37.80953617826503, 144.97163714653533"
2024-12-09T03:44:36+03:00,2024-12-08T23:29:42+03:00,7639,Present,52232,"-37.8101876339628, 144.96690220578893"
2024-12-09T03:44:36+03:00,2024-12-09T03:39:08+03:00,7639,Unoccupied,52230,"-37.81023414700783, 144.96692374522712"
2024-12-09T03:44:36+03:00,2024-12-09T00:18:10+03:00,7639,Present,52228,"-37.81028044883135, 144.96694518657677"
2024-12-09T03:44:36+03:00,2024-12-09T02:59:49+03:00,7639,Present,52227,"-37.81030328247425, 144.96695576061347"
2024-12-09T03:44:36+03:00,2024-12-09T03:39:34+03:00,7639,Unoccupied,52226,"-37.810326116566685, 144.96696633465655"
2024-12-09T03:44:36+03:00,2024-12-09T03:36:48+03:00,7639,Present,52225,"-37.81034895065827, 144.96697690871835"
2024-12-09T03:44:36+03:00,2024-12-09T03:33:18+03:00,7639,Present,52223,"-37.8103941257034, 144.96699783693825"
2024-12-09T03:44:36+03:00,2024-12-09T02:56:23+03:00,7614,Present,54634,"-37.811582207875794, 144.95914220671528"
2024-12-09T03:44:36+03:00,2024-12-09T01:51:34+03:00,7614,Present,54631,"-37.811676681158545, 144.9591853849827"
2024-12-09T03:44:36+03:00,2024-12-09T02:55:11+03:00,7614,Present,54630,"-37.81170020795702, 144.95919613802207"
2024-12-09T03:44:36+03:00,2024-12-09T03:18:05+03:00,7614,Present,54629,"-37.811723924153966, 144.95920697367882"
2024-12-09T03:44:36+03:00,2024-12-08T23:48:03+03:00,7344,Unoccupied,62246,"-37.817334516747486, 144.96048215380262"
2024-12-09T03:44:36+03:00,2024-12-08T11:41:14+03:00,7344,Present,62245,"-37.81731709210602, 144.96054316903195"
2024-12-09T03:44:36+03:00,2024-12-08T16:47:22+03:00,,Present,62244,"-37.817298204837954, 144.9606094090057"
2024-12-09T03:44:36+03:00,2024-12-08T23:27:25+03:00,,Present,62243,"-37.81727844911076, 144.96067754707826"
2024-12-09T03:44:36+03:00,2024-12-09T03:26:31+03:00,7344,Unoccupied,62236,"-37.817143732618085, 144.96114386734132"
2024-12-09T03:44:36+03:00,2024-12-09T03:22:31+03:00,7344,Unoccupied,62235,"-37.81712214094766, 144.96121930871175"
2024-12-09T03:44:36+03:00,2024-12-09T03:41:59+03:00,7366,Unoccupied,61737,"-37.81382164650383, 144.97251252259366"
2024-12-09T03:44:36+03:00,2024-12-09T03:36:39+03:00,7356,Present,61911,"-37.8148396343282, 144.96849391253153"
2024-12-09T03:44:36+03:00,2024-12-09T03:26:18+03:00,7359,Present,61912,"-37.8148583618696, 144.96842999036193"
2024-12-09T03:44:36+03:00,2024-12-09T02:19:13+03:00,7359,Present,61914,"-37.814895832137886, 144.96830203829683"
2024-12-09T03:44:36+03:00,2024-12-09T01:44:31+03:00,7359,Present,61915,"-37.81491466165707, 144.96823782973135"
2024-12-09T03:44:36+03:00,2024-12-09T03:05:28+03:00,7359,Present,61922,"-37.81504586009345, 144.96779000312512"
2024-12-09T03:44:36+03:00,2024-12-08T21:35:19+03:00,7359,Present,61924,"-37.81508331085854, 144.9676622616073"
2024-12-09T03:44:36+03:00,2024-12-09T03:04:28+03:00,,Present,61940,"-37.81492715247235, 144.96874994815795"
2024-12-09T03:44:36+03:00,2024-12-09T03:30:37+03:00,7356,Present,61941,"-37.81494900164732, 144.96867536034765"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:05+03:00,7359,Unoccupied,61951,"-37.815147629452596, 144.96799743934574"
2024-12-09T03:44:36+03:00,2024-12-09T03:24:01+03:00,7359,Present,61950,"-37.815128610767, 144.96806244045393"
2024-12-09T03:44:36+03:00,2024-12-09T00:18:45+03:00,7354,Present,62418,"-37.81857432698953, 144.9556004387088"
2024-12-09T03:44:36+03:00,2024-12-09T02:55:37+03:00,7354,Present,62417,"-37.8185561346571, 144.95566398621668"
2024-12-09T03:44:36+03:00,2024-12-09T02:41:33+03:00,7354,Present,62415,"-37.81851813189846, 144.95579587661973"
2024-12-09T03:44:36+03:00,2024-12-09T03:27:47+03:00,7357,Unoccupied,62410,"-37.81842681830983, 144.95611514335633"
2024-12-09T03:44:36+03:00,2024-12-09T02:43:22+03:00,7334,Present,63539,"-37.8122473661557, 144.9702796616983"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:30+03:00,7340,Unoccupied,64026,"-37.81622209935823, 144.95603313208392"
2024-12-09T03:44:36+03:00,2024-12-09T03:05:51+03:00,,Unoccupied,64010,"-37.81586407512988, 144.95727504574052"
2024-12-09T03:44:36+03:00,2024-12-09T03:24:33+03:00,7339,Present,63962,"-37.81558328300279, 144.95883870189178"
2024-12-09T03:44:36+03:00,2024-12-09T01:50:55+03:00,7339,Present,63963,"-37.815601431880836, 144.95877570465595"
2024-12-09T03:44:36+03:00,2024-02-09T02:49:12+03:00,,Present,6548,"-37.80765270225542, 144.9661411358623"
2024-12-09T03:44:36+03:00,2024-12-09T03:19:26+03:00,,Unoccupied,52025,"-37.812385466383475, 144.96778219516835"
2024-12-09T03:44:36+03:00,2024-12-09T03:37:31+03:00,7635,Present,52319,"-37.80917546237963, 144.9665609881593"
2024-12-09T03:44:36+03:00,2024-12-09T03:14:51+03:00,7648,Present,50017,"-37.81458368309481, 144.9746548648552"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:36+03:00,7648,Present,50014,"-37.814745417633205, 144.97472978891713"
2024-12-09T03:44:36+03:00,2024-12-09T03:42:57+03:00,7648,Present,50013,"-37.81479710903639, 144.97475350253134"
2024-12-09T03:44:36+03:00,2024-12-09T03:29:45+03:00,,Present,50128,"-37.813827068379794, 144.97408761367018"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:42+03:00,7379,Present,53224,"-37.81288318547357, 144.96242908195768"
2024-12-09T03:44:36+03:00,2024-12-09T03:07:44+03:00,7389,Unoccupied,53214,"-37.81269869482525, 144.96255296030284"
2024-12-09T03:44:36+03:00,2024-12-09T03:34:35+03:00,7389,Present,53213,"-37.81275142099511, 144.96257714313825"
2024-12-09T03:44:36+03:00,2024-12-09T01:53:39+03:00,,Present,53212,"-37.8128034114651, 144.96260106022964"
2024-12-09T03:44:36+03:00,2024-12-09T02:48:45+03:00,7474,Present,56717,"-37.81875300214385, 144.95693807006973"
2024-12-09T03:44:36+03:00,2024-12-09T03:16:45+03:00,7474,Present,56715,"-37.818854986469205, 144.956985175657"
2024-12-09T03:44:36+03:00,2024-12-09T03:23:41+03:00,7474,Present,56713,"-37.8189578188653, 144.95703274251778"
2024-12-09T03:44:36+03:00,2024-12-09T03:39:39+03:00,7485,Present,56911,"-37.817028328018054, 144.95614648347217"
2024-12-09T03:44:36+03:00,2024-12-09T02:18:02+03:00,7485,Present,56928,"-37.81679658224592, 144.9557915530827"
2024-12-09T03:44:36+03:00,2024-12-09T03:37:21+03:00,7485,Present,56929,"-37.81674568274913, 144.95576852792365"
2024-12-09T03:44:36+03:00,2024-12-09T03:29:50+03:00,7480,Present,56622,"-37.819877047154925, 144.95720891921408"
2024-12-09T03:44:36+03:00,2024-12-09T02:39:06+03:00,7479,Unoccupied,56618,"-37.81954857202497, 144.95730605648407"
2024-12-09T03:44:36+03:00,2024-12-09T02:38:31+03:00,7487,Present,56828,"-37.81767713241681, 144.956195114485"
2024-12-09T03:44:36+03:00,2024-12-07T14:45:26+03:00,7624,Unoccupied,57313,"-37.81303368849585, 144.95430777285787"
2024-12-09T03:44:36+03:00,2024-12-09T03:34:25+03:00,7576,Present,57330,"-37.81280728602657, 144.95395122511678"
2024-12-09T03:44:36+03:00,2024-12-09T03:38:12+03:00,7621,Unoccupied,57212,"-37.81397756150945, 144.9547469022172"
2024-12-09T03:44:36+03:00,2024-12-09T03:21:35+03:00,7621,Unoccupied,57215,"-37.813811150462705, 144.95466936048354"
2024-12-09T03:44:36+03:00,2024-12-09T02:36:03+03:00,7696,Present,53913,"-37.81846334890325, 144.96241565043712"
2024-12-09T03:44:36+03:00,2024-12-09T02:48:39+03:00,7406,Present,51441,"-37.808597595193646, 144.96897073263065"
2024-12-09T03:44:36+03:00,2024-12-09T01:09:03+03:00,7406,Present,51431,"-37.80892154559864, 144.96911973835807"
2024-12-09T03:44:36+03:00,2024-12-09T03:37:35+03:00,7425,Present,61545,"-37.81926742928211, 144.95770932065443"
2024-12-09T03:44:36+03:00,2024-12-09T02:32:01+03:00,7418,Unoccupied,61626,"-37.81982702192029, 144.95541099028247"
2024-12-09T03:44:36+03:00,2024-12-09T02:55:32+03:00,7418,Present,61625,"-37.81981045436291, 144.95546985526124"
2024-12-09T03:44:36+03:00,2024-12-09T02:19:45+03:00,7416,Unoccupied,61247,"-37.81770272307367, 144.96281254166757"
2024-12-09T03:44:36+03:00,2024-12-09T03:30:42+03:00,7416,Unoccupied,61245,"-37.817666111265154, 144.9629407575873"
2024-12-09T03:44:36+03:00,2024-12-09T03:22:32+03:00,,Present,61312,"-37.81804920627489, 144.96147879554042"
2024-12-09T03:44:36+03:00,2024-12-09T03:38:33+03:00,7458,Present,61320,"-37.8180129004001, 144.96177409706755"
2024-12-09T03:44:36+03:00,2024-12-09T03:24:17+03:00,7436,Present,60136,"-37.81633778637632, 144.97159447871752"
2024-12-09T03:44:36+03:00,2024-12-09T03:10:52+03:00,7509,Present,66727,"-37.80781497172843, 144.97014875664445"
2024-12-09T03:44:36+03:00,2024-12-09T03:42:12+03:00,7705,Present,55318,"-37.811033752438306, 144.95743158657334"
2024-12-09T03:44:36+03:00,2024-12-09T02:05:35+03:00,7705,Present,55317,"-37.811058034453524, 144.95744272907837"
2024-12-09T03:44:36+03:00,2024-12-09T03:32:27+03:00,7705,Present,55316,"-37.81111058901165, 144.9574669364946"
2024-12-09T03:44:36+03:00,2024-12-09T03:39:21+03:00,7705,Unoccupied,55315,"-37.811133103344815, 144.95747725078772"
2024-12-09T03:44:36+03:00,2024-12-09T03:36:33+03:00,7705,Present,55314,"-37.81115537146814, 144.95748749120327"
2024-12-09T03:44:36+03:00,2024-12-09T01:59:22+03:00,7705,Present,55313,"-37.81119449777922, 144.95750539048586"
2024-12-09T03:44:36+03:00,2024-12-09T01:56:02+03:00,,Unoccupied,55312,"-37.811217428616224, 144.95751584091101"
2024-12-09T03:44:36+03:00,2024-10-02T02:28:58+03:00,7550,Present,66013,"-37.80999600439242, 144.96616377274182"
2024-12-09T03:44:36+03:00,2024-10-02T01:58:33+03:00,7549,Present,66022,"-37.8101677069083, 144.96557568924243"
2024-12-09T03:44:36+03:00,2024-10-02T02:36:17+03:00,7549,Present,66024,"-37.81020639361004, 144.96544349972828"
2024-12-09T03:44:36+03:00,2024-10-11T06:47:55+03:00,7549,Present,66025,"-37.81022571352348, 144.9653774046867"
2024-12-09T03:44:36+03:00,2024-12-09T01:24:09+03:00,7542,Present,66331,"-37.81254443291941, 144.95745637063015"
2024-12-09T03:44:36+03:00,2024-04-04T17:34:05+03:00,7537,Unoccupied,63353,"-37.81784719018296, 144.9546668200337"
2024-12-09T03:44:36+03:00,2024-12-09T03:27:20+03:00,,Unoccupied,63361,"-37.81800020752271, 144.9541341621802"
2024-12-09T03:44:36+03:00,2024-12-09T03:40:53+03:00,,Unoccupied,63362,"-37.81801771286172, 144.9540732925061"
2024-12-09T03:44:36+03:00,2024-12-09T03:43:32+03:00,7506,Present,63310,"-37.81745233223719, 144.95570051081125"
2024-12-09T03:44:36+03:00,2024-12-09T03:34:45+03:00,7686,Present,57924,"-37.819612429979095, 144.95453219490963"
2024-12-09T03:44:36+03:00,2024-12-09T03:39:29+03:00,,Present,54249,"-37.815591768624046, 144.96084552253814"
2024-12-09T03:44:36+03:00,2024-12-09T03:13:23+03:00,7081,Present,8395,"-37.80689361854845, 144.97324406030737"
2024-12-09T03:44:36+03:00,2023-11-01T10:49:14+03:00,7089,Present,16745,"-37.80285847413141, 144.96690236819168"
2024-12-09T03:44:36+03:00,2023-11-01T11:03:55+03:00,,Present,16751,"-37.80301651986615, 144.9674918974476"
2024-12-09T03:44:36+03:00,2024-03-19T11:55:33+03:00,7076,Unoccupied,22346,"-37.80630762966446, 144.96585103527786"
2024-12-09T03:44:36+03:00,2024-10-11T00:40:32+03:00,7010,Present,8888,"-37.80493584201834, 144.9599299457858"
2024-12-09T03:44:36+03:00,2024-10-11T01:53:01+03:00,7010,Present,8890,"-37.80483438857518, 144.95988325071232"
2024-12-09T03:44:36+03:00,2024-10-11T01:38:32+03:00,7010,Present,8900,"-37.80494406642042, 144.95978034301152"
2024-12-09T03:44:36+03:00,2024-08-18T07:18:56+03:00,7394,Unoccupied,9337,"-37.80451636413345, 144.95896440445114"
2024-12-09T03:44:36+03:00,2024-08-21T03:34:50+03:00,7394,Present,9338,"-37.80457312730523, 144.95899052123454"
2024-12-09T03:44:36+03:00,2024-08-21T03:34:08+03:00,7394,Unoccupied,9341,"-37.804791726138646, 144.95909104692146"
2024-12-09T03:44:36+03:00,2024-08-21T03:54:44+03:00,7394,Present,9342,"-37.804842508920245, 144.95911440077234"
2024-12-09T03:44:36+03:00,2024-08-21T03:57:37+03:00,7394,Present,9343,"-37.80489329212841, 144.9591379098078"
2024-12-09T03:44:36+03:00,2024-08-21T06:58:04+03:00,7394,Present,9347,"-37.805096352997225, 144.95923156155152"
2024-12-09T03:44:36+03:00,2024-03-31T08:05:44+03:00,,Present,9350,"-37.80565351681687, 144.95948789411494"
2024-12-09T03:44:36+03:00,2024-08-21T03:37:20+03:00,7520,Unoccupied,9358,"-37.805089616110834, 144.95870953227987"
